id,date,retweets,source,author,likes,text,twitter_name,location,verified,followers,friends,polarity,subjectivity,1st review,2nd review,3rd review,sympathy?,"Hidden * change to 'hide' to hide verdict, helpful to avoid biases while reviewing"
8.29E+17,10-15-2020 05:26,0,Twitter Web App,Spectalite,0,Increase in forest fires is attributed to global warming and climate change about 8 Billion Tons of CO2 per year which accounts to well over 20 of the global CO2emissions spectalite moulded products reducing the risk of a forest fire ClimateAction ClimateCrisis,spectalite,"Bengaluru, India",FALSE,23,0,0,0,news,news,news,positive,
1.29E+18,10-13-2020 19:53,0,Twitter for Android,🇯🇵 九龍_🔰株式投資/⛩️神社参拝/空手/中国語/英語,3,We must reconsider corresponding for climate change and global warmingI give donations to the organization for climate change some timeThis donation comes from some of earnings for capital gainsclimate changecapital gain,9ron358,,FALSE,4387,4642,0,0,pro,pro,pro,positive,
1.29E+18,10-13-2020 19:52,0,Twitter for Android,🇯🇵 九龍_🔰株式投資/⛩️神社参拝/空手/中国語/英語,1,I think Its time to correspond together for global warmingFirst of all we have to do what we canclimate changeglobal warminggreen house gas,9ron358,,FALSE,4387,4642,0,0,pro,pro,pro,positive,
9.52E+17,10-02-2020 12:53,0,Twitter for Android,Martinho,1,ClimateChangeGlobal heating warming up nights faster than daysAsymmetric changes between night day temperatures in many parts of world will have consequences for species inhabiting those regions their ability to adapt in face of changing climate,MartinhoSilves,"Zuhause, Deutschland",FALSE,794,1032,0.5,0.5,news,news,news,positive,
8.18E+17,10-02-2020 10:32,0,Twitter Web App,Parkers Mobile Clinic,0,Overpopulation is a major cause of climate change and global warmingDo Family today today climate UNHABITAT unhabitatyouth ippf FP2020Global getittogetherNG AFPnow PopCouncil PMNCH,ParkersClinic,Nigeria,FALSE,1205,4681,0.03125,0.25,neutral,neutral,neutral,neutral,
1.16E+18,10-01-2020 02:14,3,Twitter Web App,sunwattssolar,3,Stopping global warming begins with us Take these 5 Steps to End Climate Changeclimatechange sustainability environment climatecrisis globalwarming renewableenergy sustainable climate SunWatts,sunwattssolar,USA,FALSE,106,69,0,0,pro,pro,pro,positive,
1.30E+18,09-28-2020 09:31,0,Twitter for Android,Nonkululeko,1,Save water climate change environmental change global warming justice for the world save the forest no to littering no to poverty face emergency hear our voices save animals save save plants no to deforestation shout out to climate activist keep moving forward,Nonkulu57809459,🌏🌎🌍,FALSE,68,365,0,0,pro,pro,pro,positive,
1.24E+18,09-26-2020 18:33,3,Twitter Web App,Rajeev Gupta,4,emsusglobal warminggreenepapollutionclimate changesustainabilityagencydepenvironmental pollutionLink for registration,RajeevG45843409,Kanpur Uttar Pradesh,FALSE,152,111,0,0,neutral,neutral,neutral,neutral,
313741579,09-26-2020 16:55,0,Twitter for iPhone,Hani Roustom,3,China going carbon neutral by 2060 will lower globalwarming projections by as much as 03C Thats the biggest single reduction ever estimated as the result of a policy change according to Climate Action Tracker climate,HaniRoustom,Toronto,FALSE,1643,2105,0.076190476,0.171428571,news,news,news,positive,
2184934963,09-25-2020 15:22,2,Twitter Web App,GO GREEN,3,Fires do not occur naturally in the Amazon rainforestAmazon deliberately burnt downMillions of acres ever year in most unique bio diversity on Earth and the lungs of the Earth speeding up global warming climate change,ECOWARRIORSS,,FALSE,23415,20439,0.24375,0.475,news,neutral,news,positive,
1.29E+18,09-25-2020 07:55,0,Twitter for Android,🇯🇵 九龍_🔰株式投資/⛩️神社参拝/空手/中国語/英語,4,There are lots of natural disastersmaybe because of global warmingIts time to keep eye on them and take action for global warmingIn my case I am making electricities from sun when Its sunny dayclimate changeglobal warmingnatural resources,9ron358,,FALSE,4387,4642,0.05,0.125,pro,pro,pro,positive,
44601026,09-24-2020 12:30,1,Hootsuite Inc.,Environmental Investigation Agency,4,Climate change A New York clock that told time now tells the time remaining for action to prevent the effects of global warming from becoming irreversible,EIA_News,London UK,FALSE,22468,1296,0.171590909,0.351136364,news,news,news,positive,
154266844,09-23-2020 21:56,0,Twitter Web App,"Tom Gillispie, WRITER/EDITOR",0,deserts TURNING DESERTS INTO FORESTS climate change CO2 global warming,SptsGuy1,"Rural Hall, NC",FALSE,2281,2155,0,0,news,pro,news,positive,
1.24E+18,09-23-2020 13:36,0,Twitter Web App,redShift Recruiting,0,New in satellite technology The data Iris will gather is important because methanes global warming potential is 30 times that of carbon dioxide This could be a game changing technology for the fight against climate change Read more gtgtgt,redShiftRecrui1,"Albany, NY",FALSE,22,32,0.106060606,0.559090909,news,news,news,positive,
81671664,09-23-2020 12:59,0,Twitter for iPhone,Women's Forum,2,In our increasingly urban world there is so much opportunity for citiesalready responsible for 70 of global greenhousegas emissionsto lead the global fight against climate change Lets continue to reduce greenhouse emissions that are warming our planet engage4impact,Womens_Forum,"Europe, Asia, Americas, MENA",TRUE,29542,3702,0.08,0.15,pro,pro,pro,positive,
95418595,09-21-2020 11:00,1,Hootsuite Inc.,Daily Climate,2,Over the past few decades climate change and global warming has had a string of adverse effects on the planet And the signs of damage are increasing day by day,TheDailyClimate,"Bozeman, Mont.",FALSE,17704,1370,-0.15,0.116666667,pro,pro,pro,positive,
1.29E+18,09-21-2020 05:52,0,Twitter for Android,🇯🇵 九龍_🔰株式投資/⛩️神社参拝/空手/中国語/英語,1,Its sunny day so I set solar pannel charger on the ground because of decreasing CO2climate changeglobal warming,9ron358,,FALSE,4387,4642,0,0,pro,pro,pro,positive,
1.05E+18,09-20-2020 03:07,4,Twitter Web App,Kman411,2,SaintKateriCtr Obama 2013Sea levels are rising due to climate change potentially threatening US citiesObama 2019Buys 15 million dollar mansion on water in Marthas VineyardGlobal warmingclimate change BSThe goalglobal govt,Kman411K,"New York, USA",FALSE,288,21,-0.0625,0.6875,news,news,news,positive,
1.05E+18,09-20-2020 03:05,0,Twitter Web App,Kman411,0,AP Obama 2013Sea levels are rising due to climate change potentially threatening US citiesObama 2019Buys 15 million dollar mansion on water in Marthas VineyardGlobal warmingclimate change BSThe goalglobal govt,Kman411K,"New York, USA",FALSE,288,21,-0.0625,0.6875,news,news,news,positive,
2184934963,09-18-2020 17:13,1,Twitter Web App,GO GREEN,8,There is nothing Just about allowing yet more gas fossil fuels pouring petrol on the flames of global warming fueling more devastating climate change Parliament votes to allow gas projects in the Just Transition Fund,ECOWARRIORSS,,FALSE,23415,20439,0,0.5,pro,pro,pro,positive,
1.03E+18,09-16-2020 15:34,0,Tumblr,Edwin Valdez,0,Climate Change Please Climate Science Information Center Please US for cosmetics that again everyone Climate Science Information Center earth Climate Change by the Numbers Humans have caused about 10C 18F of global warming,EdwinValdezEXD,"USA, New York",FALSE,719,4997,-0.066666667,0.066666667,news,neutral,neutral,neutral,
1.21E+18,09-16-2020 13:58,1,Twitter for iPhone,Self Driving Containers 🇺🇸,1,LSorecaEU vonderleyen The New Boss In The House She SPOKE UP TODAYShe Mansion 5 Things To The Big House1 Climate Change 2 Coronavirus Robots3 Brexit not on my plan4 Technology 100 on my plan 5 MigrationsFighting global warming,SelfContainers,"Newark, NJ USA 🇱🇷",FALSE,30,369,0.045454545,0.184848485,neutral,neutral,neutral,neutral,
9.74E+17,02-06-2020 05:17,161,Granite Media,Far & Wide,883,Yes thats right Every single country,FarandWidecom,"San Francisco, CA",FALSE,28125,16,0.107142857,0.375,neutral,neutral,neutral,neutral,
9.36E+17,09-15-2020 19:21,1,Twitter for iPhone,Dr. Emperor-Elect Kraken,3,Molotov Cocktail now referred to as Climate Change Climate Crisis andor Global Warming ArsonExposed Climate Cult,TamaleDude,United States,FALSE,1521,2514,0,0,neutral,anti,anti,negative,"has ""climate cult"""
123231225,09-15-2020 15:13,28,Twitter Web App,Citizens' Climate Lobby,53,Presidential candidate Joe Biden gave a major speech yesterday on the undeniable accelerating punishing reality of global warmingOur country amp our world need leaders from both parties to acknowledge the reality of climate change and then act,citizensclimate,Nationwide,TRUE,37837,15492,0.03125,0.25,news,pro,pro,positive,
16917300,09-14-2020 23:16,0,Twitter Web App,stokesmorgan,0,Trump protocol for Global warming Endless fires in California Yet Trump says its due to poor Forest management So Keep the land clean sweep off leaves Clean up all debris Take care of fallen trees and hope for Early Winter Climate Change is fake,maryannstok,Queen  City,FALSE,76,242,-0.039583333,0.553125,news,anti,anti,negative,"has ""climate change is fake"""
418077788,09-13-2020 15:53,0,Twitter for Android,shoot_it_straight 338,0,myfox8 Right is this report out of the Newsome playbook You know the chapter that proves 3 people intentionally started the latest fires and he claimed them to be from global warming Funny how it stops at the boarders of Canada and Mexico climate change is a hoax,ScottSemonco,,FALSE,953,1263,0.267142857,0.487142857,neutral,anti,anti,negative,"has ""climate change is a hoax"""
1.29E+18,09-12-2020 03:06,0,Twitter for Android,🇯🇵 九龍_🔰株式投資/⛩️神社参拝/空手/中国語/英語,2,climate changeglobal warming,9ron358,,FALSE,4387,4642,0,0,pro,neutral,neutral,neutral,
1589268571,09-11-2020 17:05,1,Twitter for iPhone,Rogs,0,Climate Change is as soft a term as they come And people cant even stomach that Global Warming is the original description So get real people Im not an activist on it but I can call a spade a spade Pretty sure Gore was ahead of this climate weather BCStorm,RogueSquadron4,"Vancouver, BC",FALSE,60,311,0.2375,0.548148148,neutral,neutral,neutral,neutral,
35886595,09-11-2020 15:05,0,Blog2Social APP,Newsdiary Online,0,Stakeholders in the environment sector have kicked against the method adopted in coal mining activities saying such mining and burning are responsible for global warming and climate change burning cause change climate coal global Mining Stakehol,newsdiaryonline,Abuja Nigeria,FALSE,31557,9384,0.05,0.2625,news,neutral,neutral,neutral,
1.07E+18,09-11-2020 10:16,0,Twitter for Android,Marshall Petros,0,Climate Change Worlds Global Warming Fight ClimateChange climate,Marshall_Petros,"London, England",FALSE,23,66,0,0,pro,pro,pro,positive,
1.23E+18,09-10-2020 10:01,0,Twitter for Android,Jamie Quantick,1,The wild fires in America are yet another reason for governments around the world to step up their response to climate change and global warming What environmental catastrophe will it take for BorisJohnson to address this pressing issue ClimateChange wildfires2020 Climate,QuantickJamie,,FALSE,9,52,0.05,0.2,news,pro,pro,positive,
624387741,09-08-2020 14:43,0,Twitter for iPhone,Adam,0,Global warming increases the frequency and intensity of forest fires which in turn removes those forests CO2 uptake capacities from the equation thus accelerating global warming Climate change is all about these positive feedback loops Climate,chaffbaby,,FALSE,90,875,0.075757576,0.181818182,news,neutral,neutral,neutral,
1.17E+18,09-07-2020 23:00,1,Hootsuite Inc.,Fossil Free USA,1,Chevron JPMorgan amp Barclays shareholders have endorsed resolutions re global warming amp climate change Pressure on energy firms from powerful investors is increasing rapidly Average investor support increased from 219 in 2019 to 327 in 2020,fossilfreeusa,"Albuquerque, NM",FALSE,25,5,0.05,0.466666667,news,news,news,positive,
19609660,09-06-2020 20:08,0,Twitter Web App,"Tom Gillispie, EDITOR/WRITER",0,climate change The 11TH HOUR FOR THE EARTH climatechange global warming,EDITORatWORK,"Rural Hall, North Carolina, USA",FALSE,4191,3708,0,0,neutral,pro,pro,positive,
7.52E+17,09-06-2020 16:52,8,Twitter Web App,SwissGlaciers,20,Eiger Glacier Eigergletscher Swiss Alps 2015 2020 5 yearsThe repeat photos show that global warming has also affected the Eiger Glacier see Eiger Glacier Swiss glaciers climate change,SwissGlaciers,,FALSE,570,454,0,0,neutral,news,news,positive,
1.23E+18,09-05-2020 07:24,0,Twitter Web App,Climate change 2020,0,Go Live with Climate Change WebinarMeetings International is organizing Webinar on Climate Change and Global Warming will be hosted on December 14 2020 at 1000 AM GM1Join us for an hour of insights from expertsClimateChangeWebinar GlobalWarmingWebinar,warming2020,,FALSE,42,183,0.045454545,0.166666667,neutral,neutral,neutral,neutral,
1.27E+18,09-05-2020 03:07,0,Twitter for Android,9Dragons,0,curving CO2climate changecoping with global warmingSmart phone charger with solar panel is setting on the ground I wanna curving CO2 as possibleASLW,9Dragon358,,FALSE,2,5,0,0,pro,pro,pro,positive,
1.09E+18,09-04-2020 10:42,0,Twitter Web App,The Harmony Project,1,How can we become stimulated to work at the peak of our ability to solve issues of climate change and global warming How can we weave sustainability into education DrTammiSinha will explore these questions at our event on the 23rd Sept UoW,HarmonyOrgUK,,FALSE,358,280,0,0,pro,neutral,neutral,neutral,
819388633,09-03-2020 12:50,0,Twitter Web App,Jim Franklin,1,nmsaints87124 JustTheNews If there is anything that proves climate change is a lie its this from abcnews in 2008 ABCs FAKE 2008 GLOBAL WARMING SCARE said NYC would be underwater by 2015,Jimbos2002,12th and Penn NW Washington DC,FALSE,1746,1283,-0.066666667,0.333333333,anti,anti,anti,negative,
481961014,09-02-2020 15:05,0,LinkedIn,Dr/PhD Diego Fdez-Sevilla,0,People will take sides on climate change for as long as warming is not global Could my perspective help to unify criteria diegofdezsevillawordpress comJune 5 2015 Climate and Data Drinking From the Source by Diego FdezSevilla PhD Registered,SevillaDF,,FALSE,70,114,-0.025,0.2,pro,pro,pro,positive,
1.06E+18,09-02-2020 04:44,0,Twitter Web App,Stuart,0,FYISkyTV SkyNews skytv Last week pontificating on global warming and climate changethis week jetting off half way around the world with a film crew when archive footage could have been usedclimate change hypocrites,Stuart40864327,,FALSE,0,4,-0.055555556,0.077777778,neutral,neutral,neutral,neutral,
16852687,09-01-2020 13:05,0,Twitter Web App,Erin Brennan,0,Ice sheets in Greenland and Antarctica whose melting rates are rapidly increasing have raised the global sea level by 18cm since the 1990s and are matching the Intergovernmental Panel on Climate Changes worstcase climate warming scenarios,ErinBrennan,"Louisville, Kentucky",FALSE,905,1256,0,0,news,news,news,positive,
1242279008,09-01-2020 04:30,0,Twitter for Advertisers (legacy),GED_Project,3,What price would we have to pay for the emission of one tonne of CO2 to cover all costs Using a climate model to calculate the impact of additional CO2 emissions on global warming and climate change could be the answer,GED_Tweet,Bertelsmann Stiftung,FALSE,4063,1565,0,0,neutral,pro,neutral,neutral,
28453911,08-30-2020 16:02,0,Twitter for iPhone,somedaygirl,0,SundayThoughts Climate change global warming,somedaygirl,NE,FALSE,832,3917,0,0,neutral,neutral,neutral,neutral,
23638544,08-28-2020 15:01,20,Hootsuite Inc.,IUCN,48,Coral reefs are among the most threatened ecosystems on Earth largely due to unprecedented global warming and climate changesLearn about the measures we can take to ensure their survival in our Issues Brief IucnOcean,IUCN,"Gland, Switzerland",TRUE,155848,2021,0.195,0.421666667,news,news,news,positive,
2373909360,08-28-2020 14:25,0,News Users,Upstract News,0,RNC RNC Climate Change amp Global Warming Hurricanes and fires Science says climate change is here but the RNC refuses to believe via,upstractcom,,FALSE,1742,1,0,0,news,news,news,positive,anti news
1.18E+18,08-26-2020 07:30,1,Twitter Web App,Zubin Mistry,0,Climate change amp Global Warming via YouTube ClimateChange climate globalwarming climateconciousnetwork Contact Climate Conscious Network Website Email climateconsciousnetworkgmailcom,ZubinMistry5,"Surat, India",FALSE,34,24,0.05,0.25,news,news,news,positive,
1.27E+18,08-25-2020 13:47,0,Twitter for Android,Kemo Phatty,2,A child in Gunjure is motivated to grow more than 1000 trees of different seedlings to protect a generation yet unborn against global Warming and Climate change impacts End ClimateEmergency,KemoPhatty,Republic of The Gambia,FALSE,40,24,0.166666667,0.366666667,pro,news,news,positive,
610076827,08-25-2020 00:44,0,Twitter for iPhone,Chris Fox,1,Despite the pandemic support for action to curb climate change has not diminished Backing for government to do more to deal with global warming at 68 percent in May of 2018 was at the same level in 2020 according to the survey issued Monday jswatz,ChristopherNFox,"Boston, MA",FALSE,18451,15267,0.15,0.18125,news,news,news,positive,
1.30E+18,08-24-2020 21:48,0,Twitter Web App,Up Daily Infoo,0,Check out A Climate for Change Global Warming Facts for Faith Based Decisions Book by Andrew Farley and Katharine Hayhoe Pdf Download climate climatechange environment nature globalwarming climatecrisis climateaction savetheplanet earth,UpDailyInfo,Chicago,FALSE,59,298,0,0,neutral,neutral,neutral,neutral,
322887934,08-24-2020 15:16,0,Buffer,FORESTS FOREVER,1,Although temporary changes can help you need to reduce CO2 permanently to make a dent in global warming said Prof Piers Forster from the University of Leeds climate pandemic,FORESTSFOREVER,"Berkeley, CA",FALSE,358,162,0,0,neutral,news,news,positive,
213367093,08-22-2020 17:54,0,Twitter for iPad,Safe Climate Campaign,0,The link between climate change and bigger fires is inextricable Temperatures are two to three degrees F warmer now than they wouldve been without global warming KendraWrites jswatz Protect the West and our Climate Demand CleanerCars,safe_climate,"Washington, DC",FALSE,1732,700,0,0.25,news,news,news,positive,
480253767,08-20-2020 17:41,0,Twitter Web App,ENERCO Energy Solutions LLP 🇮🇳 🔆 (Estd. 2009),1,Climate Change and Global Warming is the biggest problem considered by millennialsWe know our prioritiesclimate ClimateCrisis GlobalWarming Sustainable RenewableEnergy ClimateChange,EnercoEnergy,India,FALSE,191,1,0,0,neutral,news,pro,positive,
483248746,08-20-2020 09:14,0,Twitter for iPhone,Ajai Malhotra,0,Due to COVID19 pandemic impact only first section of IPCC report on science of global warming will be ready for Glasgow COP26 in November 2021 Other two sections climate change impacts amp ways to cut GHG emissions amp IPCC synthesis report will follow only in 2022,AjaiMalhotra,"Gurugram, Delhi-NCR, India",FALSE,430,527,0.028571429,0.511904762,news,neutral,news,positive,
1.04E+18,08-20-2020 04:29,1,Twitter for Android,Mkyari,2,The main greenhouse gas is not counted as an airpollutant because it does not appear to affect health However there are links between climate change amp global warming such as the atmospheric concentration of some pollutants in the air,IamMkyari,Borno,FALSE,1225,3076,0.041666667,0.208333333,news,neutral,news,positive,
619463953,08-19-2020 15:08,0,Twitter for iPad,Tigran Haas,1,3 Questions Asegun Henry on five grand thermal challenges to stem the tide of global warming Our mission here is to save humanity from extinction due to climate change says MIT professor MIT KTHresearch GretaThunberg LeoDiCaprio algore climate,tigranhaas,"Terra and Stockholm, Sweden",FALSE,5941,5452,0.125,0.458333333,news,pro,pro,positive,
2224271,08-18-2020 14:57,1,Twitter Web App,Gary McFarlane,3,New research reveals effect of global warming on Greenland ice melt high sensitivity of the polar regions to climate change via physorgcom climate science SciChat environment,GaryM,"Medicine Hat, Alberta, Canada",FALSE,4667,3776,0.053257576,0.311136364,news,news,news,positive,
1331133278,08-18-2020 03:39,0,IFTTT,POPapers,0,Climate JC The Role of Tropical Midlatitude and Polar CloudRadiative Changes for the Midlatitude Circulation Response to Global Warming,geomatlab,,FALSE,734,60,-0.041666667,0.125,news,neutral,neutral,neutral,
9.92E+17,08-17-2020 10:24,0,WordPress.com,Alex Kime,0,How to make Seedboms UDBHAVA plantation Environment climate change globalwarming,alexander_kime,Chicago Illinois,FALSE,31,167,0,0,neutral,neutral,neutral,neutral,
95418595,08-17-2020 09:00,0,Hootsuite Inc.,Daily Climate,0,Climate change is poised to thaw and undermine the soil beneath ConocoPhillips proposed Willow oil drilling project on Alaskas North Slope making its rigs and roads vulnerable to the same global warming the project will be aggravating,TheDailyClimate,"Bozeman, Mont.",FALSE,17704,1370,-0.166666667,0.208333333,news,news,news,positive,
7.23E+17,08-16-2020 14:30,0,Hootsuite Inc.,Coalition for Urban Transitions,2,The COVID19 crisis presents an opportunity to change course a make or break moment for global climate targets The world could avoid 03C of global warming by 2050 if governments invest in green recovery BuildBackBetter Read on CarbonBrief,CoalitionUrban,"Washington, DC; London, UK",FALSE,3661,2253,-0.066666667,0.1,news,pro,pro,positive,
125688798,08-15-2020 15:46,2,Twitter Web App,Shashank Johri,3,PrafullSundriy1 and I talked about Global Warming and Climate change with students of Hillman School Agra A humble attempt to take Climate discourse to schools Happy Independence day Sustainability climatechange Globalwarming indianindependenceday environment,shankjohri,Bangalore,FALSE,127,211,0.2,0.466666667,neutral,neutral,neutral,neutral,
1331133278,08-14-2020 03:39,0,IFTTT,POPapers,1,Climate JC Seasonal Dependency of Tropical Precipitation Change under Global Warming,geomatlab,,FALSE,734,60,0,0,news,neutral,neutral,neutral,
2829769462,08-13-2020 07:51,0,Twitter for iPad,Jean Gull,0,nature beloved sun childrens book icemelt is normal global warming is not happening climate change is normal michaelchrichton stateoffear,jeanflwrchild,,FALSE,19,45,0.25,0.575,anti,anti,anti,negative,
1.15E+18,08-12-2020 15:23,1,Twitter Web App,FactChecker76,1,Littleknown verifiable climate change fact 3Global warming is primarily higher nighttime lows especially in winter and near the polesClimate ClimateChange ClimateEmergency ClimateCrisis NetZero ClimateAction ClimateAngst Carbon Details,FChecker76,United States,FALSE,2404,4961,0.116666667,0.633333333,neutral,neutral,neutral,neutral,
7.33E+17,08-11-2020 18:28,0,Twitter for iPhone,Bjørn Levi Bang,4,Amerikanerne har funnet ut at det finnes fiktive kriser og s finnes det virkelige kriser Exclusive Poll Amid Covid19 Americans Dont Care About Climate Change Anymore The Global Warming Policy Forum GWPF,Bjorn_L_Bang,,FALSE,292,406,0,0,neutral,news,neutral,neutral,
7.33E+17,08-11-2020 04:44,0,Twitter for iPhone,Bjørn Levi Bang,0,Exclusive Poll Amid Covid19 Americans Dont Care About Climate Change Anymore The Global Warming Policy Forum GWPF,Bjorn_L_Bang,,FALSE,292,406,0,0,news,news,news,positive,
154266844,08-08-2020 05:29,0,Twitter Web App,"Tom Gillispie, WRITER/EDITOR",0,deserts TURNING DESERTS INTO FORESTS climate change CO2 global warming forests,SptsGuy1,"Rural Hall, NC",FALSE,2281,2155,0,0,neutral,neutral,neutral,neutral,
9.49E+17,08-07-2020 20:46,1,Twitter for iPhone,Bhagyashree भाग्यश्री,2,Global warming and climate change made number of rainy days to decrease but the intensity of rainfall has increased in India a country depending upon monsoon for its agriculture sectorenvironment ClimateCrisis ClimateChange Monsoon2020,me_Bhagyashree,,FALSE,2661,189,0,0,news,news,news,positive,
24882838,08-05-2020 19:38,0,IFTTT,Wetter-Center.de,0,Climate News Analyzing marine ecosystems from 6000 to 5000 years ago to anticipate changes caused by global warming,meteomara,"Prenzlauer Berg, Berlin, DE",FALSE,2116,1786,0,0,news,neutral,neutral,neutral,
1.10E+18,07-31-2020 08:19,0,Twitter for iPhone,bronie,0,Global warming climate change,bronie_adelaide,"Adelaide, South Australia",FALSE,23,56,0,0,neutral,neutral,neutral,neutral,
1.19E+18,07-28-2020 10:57,0,Twitter for Android,Mrityunjay jha,1,SwagataDam Due to warm weather last 10 days thats why a huge lightning and thunder developed in the clouds Climate change Global warming Mumbai rains,Mrityun69186898,From Mumbai Maharashtra,FALSE,29,271,0.1625,0.373611111,pro,neutral,neutral,neutral,
279034820,07-28-2020 06:55,0,Twitter Web App,JokerGermany,0,zaninmoreira laczarus planet3dnow Thracks A world goverment is the solution against the big companys and can end injustice the climate change and Global WarmingPls vote for realDonaldTrump its like a monkey cage for testing purposes What can go wrong when you make the wrong decisions Look at WuhanVirus,jokergermany,,FALSE,23,51,-0.21,0.38,neutral,neutral,neutral,neutral,
612618938,07-27-2020 08:01,0,Hootsuite Inc.,Symbio Energy,0,As the world braces itself for the impact of global warming it is now more vital than ever to have an accurate detailed picture of how exactly the climate will changeclimate climatechange environment world UK savetheplanet globalwarming,SymbioEnergy,United Kingdom,FALSE,272,1102,0.275,0.422222222,news,pro,pro,positive,
85833577,07-21-2020 19:56,0,Twitter Web App,Randy Schisler,1,Climate Change ClimateChange Science History Global Warming GlobalWarming Earth How Earths Climate Changes Naturally and Why Things Are Different Now via QuantaMagazine,airschis,"Vancouver, British Columbia",FALSE,1095,1971,0.033333333,0.333333333,news,neutral,news,positive,
1.29E+18,07-21-2020 13:05,0,Twitter Web App,BillsboardsforChange,1,Do not wait until it is too late fight climate change now We need to stop global warming The longer we wait to drive change the more it will cost in capital species extinctions and our own health ClimateChange ClimateAction climate visit,billsboardsfor,,FALSE,1,0,0.2,0.525,neutral,pro,pro,positive,
1.23E+18,07-20-2020 12:05,0,Twitter Web App,Climate change 2020,1,Go Live with Climate Change WebinarMeetings International is organizing Webinar on Climate Change and Global Warming will be hosted on December 14 2020 at 1000 AM GM1Join us for an hour of insights from experts,warming2020,,FALSE,42,183,0.045454545,0.166666667,neutral,neutral,neutral,neutral,
1.21E+18,07-16-2020 17:15,0,Crowdfire App,Supply Chain Revolution,2,The Price tag for climate change in the US is 140B per yr This is to make the changes humanity needs to adapt to a warming world Its less than 02 of global GDP We talk about it TomRaftery SCMatSAP supplychain Sustainability climate,_SC_Revolution,Earth,FALSE,1991,1839,-0.083333333,0.033333333,pro,news,pro,positive,
734129690,07-16-2020 10:04,0,Twitter for iPad,nikkifirewall,0,EnvironmentEnvironmentalImpactClimateClimateSciencePollutionGreenhouseGassesGlobalWarming Manmade global warming has a short history and a long future The natural balance of gases in the atmosphere began to change with the Industrial Revolution but in the last 50,nikkifirewall,,FALSE,4103,4327,0.008333333,0.215277778,pro,neutral,neutral,neutral,
290015383,07-15-2020 20:06,0,Twitter Web App,Paul Acocella,1,GAO report Trump admin underestimated damages by GreenHouse emissions enabling the govt to justify costs of repealing or weakening climate change regsHarm that global warming will cause estimated to be 7 times lower than previous federal estimates,PaulAcocella,nj,FALSE,115,441,-0.083333333,0.083333333,news,news,news,positive,
1.28E+18,07-13-2020 15:30,0,Twitter for Android,Gary F.,1,Growing up in the 70s they used to shit us up with the ice age that was coming Then in the 80s we were all going to die in flames with global warming Sadly that didnt happen so we renamed it climate change Which is great because now we wont have to keep changing itClimate,Ferg0404,"Community of Valencia, Spain",FALSE,1538,1426,0.025,0.6375,anti,anti,anti,negative,
7.27E+17,07-12-2020 15:24,8,Twitter Web App,Caribbean disaster,12,Deep Indian Ocean temperature data shows warming in deeper layers in addition to the existent concern of surface warming paving the way to visible changes in Monsoon patterns and climate anomalies on a global scaleVisualPersist,BagalueSunab,Jamaica- Trinidad &Tobago,FALSE,3006,3852,0,0.2,news,neutral,news,positive,
163819017,07-12-2020 01:03,0,Twitter for Android,Dr. Subhash Thaledi,7,It has been raining since morning in Dehradun It gives a pleasant relief here but if the rain stops heat and humidity starts again 45 decades ago even fan were never required here but today cannot live without AC Is it the effect of Climate change or GlobalWarming,SubhashThaledi,"Dehradun, India",FALSE,196,519,0.434848485,0.733333333,pro,pro,pro,positive,
91899366,07-11-2020 05:03,14,Twitter for Android,Matt 🌊,118,Deep Indian Ocean temperature data shows warming in deeper layers in addition to the existent concern of surface warming paving the way to visible changes in Monsoon patterns and climate anomalies on a global scale,VisualPersist,,FALSE,22529,4783,0,0.2,news,neutral,neutral,neutral,
1.26E+18,07-11-2020 04:38,0,Instagram,Unwired,1,What is all this hype about Global Warming Is it even realRead more about climate change Link in bio climatechange environment nature globalwarming sustainability savetheplanet climate,Unwired11,,FALSE,3,106,0.25,0.25,news,pro,pro,positive,
1622604644,07-01-2020 13:17,0,Twitter for iPhone,Patricia Schouker 💡,1,All things being equal ie no change in climate change policy physical risks would be greatly increased as global emissions keep rising until 2080 leading to more than 3C of warming wiping out 25 of GDP Physical risksclimate related conflict migration extreme weather,Patricia_Energy,Europe & Washington D.C. ⛳️,FALSE,7210,1823,0.146875,0.398214286,pro,news,pro,positive,
19609660,06-30-2020 23:19,0,Twitter Web App,"Tom Gillispie, EDITOR/WRITER",1,science The 11TH HOUR FOR THE EARTH climate change climatechange global warming,EDITORatWORK,"Rural Hall, North Carolina, USA",FALSE,4191,3708,0,0,news,news,pro,positive,
7.01E+17,06-30-2020 22:42,1,Twitter for iPad,Elena Sgarbossa MD Ⓥ,1,Reuters While we urge govt officials to pass legislation to curb global warming and climate change why not adopt a healthy vegan diet to drastically our impactclimate SouthPole diet ItsTheDiet GoVegan vegan ShareThePlanet,ElenaSgarbossa,"Weston, FL 🇺🇸 / From 🇦🇷",FALSE,1989,298,0.25,0.25,pro,pro,pro,positive,
173591614,06-26-2020 17:01,0,Twitter for Android,CricketDiane,0,Newsweek climate ClimateChange GlobalWarming Did people really believe that by rightwing govt officials in US Russia Brazil Turkey Philippines and elsewhere outlawing the words GLOBAL WARMING and CLIMATE CHANGE it would make it not be soReally,AmBeautifulShow,"Manhattan, NY, USA",FALSE,2561,4923,0.1,0.1,pro,news,news,positive,
